名稱	閃電種類	時間	經度	緯度
對地閃電 995-2022-08-06 16:34	對地	2022-08-06 16	120.549	23.455
對地閃電 996-2022-08-06 16:34	對地	2022-08-06 16	120.55	22.836
雲間閃電 756-2022-08-06 16:34	雲間	2022-08-06 16	120.486	22.88
對地閃電 997-2022-08-06 16:34	對地	2022-08-06 16	120.47	22.872
雲間閃電 757-2022-08-06 16:35	雲間	2022-08-06 16	120.56	23.441
對地閃電 998-2022-08-06 16:35	對地	2022-08-06 16	120.544	23.464
雲間閃電 758-2022-08-06 16:35	雲間	2022-08-06 16	120.543	22.894
雲間閃電 759-2022-08-06 16:35	雲間	2022-08-06 16	120.558	23.455
雲間閃電 760-2022-08-06 16:35	雲間	2022-08-06 16	120.467	22.894
對地閃電 999-2022-08-06 16:35	對地	2022-08-06 16	120.481	22.903
對地閃電 1000-2022-08-06 16:35	對地	2022-08-06 16	120.502	22.888
對地閃電 1001-2022-08-06 16:35	對地	2022-08-06 16	120.441	22.917
對地閃電 1002-2022-08-06 16:35	對地	2022-08-06 16	120.473	22.911
雲間閃電 761-2022-08-06 16:35	雲間	2022-08-06 16	120.473	22.911
對地閃電 1003-2022-08-06 16:35	對地	2022-08-06 16	120.522	23.377
雲間閃電 762-2022-08-06 16:35	雲間	2022-08-06 16	120.501	22.846
雲間閃電 763-2022-08-06 16:35	雲間	2022-08-06 16	120.51	22.843
雲間閃電 764-2022-08-06 16:35	雲間	2022-08-06 16	120.515	23.437
雲間閃電 765-2022-08-06 16:36	雲間	2022-08-06 16	120.467	23.332
對地閃電 1004-2022-08-06 16:36	對地	2022-08-06 16	120.47	22.898
對地閃電 1005-2022-08-06 16:36	對地	2022-08-06 16	120.465	22.878
對地閃電 1006-2022-08-06 16:36	對地	2022-08-06 16	120.559	22.889
雲間閃電 766-2022-08-06 16:36	雲間	2022-08-06 16	120.559	22.904
對地閃電 1007-2022-08-06 16:36	對地	2022-08-06 16	120.524	23.39
雲間閃電 767-2022-08-06 16:36	雲間	2022-08-06 16	120.559	23.436
對地閃電 1008-2022-08-06 16:36	對地	2022-08-06 16	120.56	23.439
對地閃電 1009-2022-08-06 16:36	對地	2022-08-06 16	120.57	23.321
雲間閃電 768-2022-08-06 16:36	雲間	2022-08-06 16	120.522	22.756
對地閃電 1010-2022-08-06 16:36	對地	2022-08-06 16	120.52	23.462
對地閃電 1011-2022-08-06 16:36	對地	2022-08-06 16	120.499	23.434
對地閃電 1012-2022-08-06 16:36	對地	2022-08-06 16	120.554	23.43
對地閃電 1013-2022-08-06 16:36	對地	2022-08-06 16	120.568	23.49
對地閃電 1014-2022-08-06 16:36	對地	2022-08-06 16	120.541	22.728
雲間閃電 769-2022-08-06 16:36	雲間	2022-08-06 16	120.522	23.44
雲間閃電 770-2022-08-06 16:37	雲間	2022-08-06 16	120.502	22.878
雲間閃電 771-2022-08-06 16:37	雲間	2022-08-06 16	120.475	22.903
對地閃電 1015-2022-08-06 16:37	對地	2022-08-06 16	120.463	22.91
對地閃電 1016-2022-08-06 16:37	對地	2022-08-06 16	120.591	22.998
雲間閃電 772-2022-08-06 16:37	雲間	2022-08-06 16	120.527	22.782
對地閃電 1017-2022-08-06 16:37	對地	2022-08-06 16	120.547	23.389
對地閃電 1018-2022-08-06 16:37	對地	2022-08-06 16	120.578	23.458
對地閃電 1019-2022-08-06 16:37	對地	2022-08-06 16	120.454	22.871
雲間閃電 773-2022-08-06 16:37	雲間	2022-08-06 16	120.472	22.866
雲間閃電 774-2022-08-06 16:37	雲間	2022-08-06 16	120.468	22.887
雲間閃電 775-2022-08-06 16:37	雲間	2022-08-06 16	120.494	22.882
雲間閃電 776-2022-08-06 16:37	雲間	2022-08-06 16	120.495	22.864
對地閃電 1020-2022-08-06 16:37	對地	2022-08-06 16	120.629	23.469
對地閃電 1021-2022-08-06 16:37	對地	2022-08-06 16	120.57	23.483
雲間閃電 777-2022-08-06 16:38	雲間	2022-08-06 16	120.492	22.839
雲間閃電 778-2022-08-06 16:38	雲間	2022-08-06 16	120.502	22.866
對地閃電 1022-2022-08-06 16:38	對地	2022-08-06 16	120.56	23.444
對地閃電 1023-2022-08-06 16:38	對地	2022-08-06 16	120.585	23.441
雲間閃電 779-2022-08-06 16:38	雲間	2022-08-06 16	120.562	23.43
雲間閃電 780-2022-08-06 16:39	雲間	2022-08-06 16	120.544	22.884
對地閃電 1024-2022-08-06 16:39	對地	2022-08-06 16	120.536	22.883
對地閃電 1025-2022-08-06 16:39	對地	2022-08-06 16	120.535	22.882
對地閃電 1026-2022-08-06 16:39	對地	2022-08-06 16	120.535	22.881
對地閃電 1027-2022-08-06 16:39	對地	2022-08-06 16	120.56	23.383
雲間閃電 781-2022-08-06 16:39	雲間	2022-08-06 16	120.566	23.453
對地閃電 1028-2022-08-06 16:39	對地	2022-08-06 16	120.603	23.482
對地閃電 1029-2022-08-06 16:39	對地	2022-08-06 16	120.474	22.865
雲間閃電 782-2022-08-06 16:39	雲間	2022-08-06 16	120.488	22.857
雲間閃電 783-2022-08-06 16:39	雲間	2022-08-06 16	120.529	23.439
對地閃電 1030-2022-08-06 16:39	對地	2022-08-06 16	120.591	23.388
雲間閃電 784-2022-08-06 16:40	雲間	2022-08-06 16	120.571	23.48
對地閃電 1031-2022-08-06 16:40	對地	2022-08-06 16	120.536	22.964
雲間閃電 785-2022-08-06 16:40	雲間	2022-08-06 16	120.539	22.969
對地閃電 1032-2022-08-06 16:40	對地	2022-08-06 16	120.628	23.472
雲間閃電 786-2022-08-06 16:40	雲間	2022-08-06 16	120.533	23.435
對地閃電 1033-2022-08-06 16:40	對地	2022-08-06 16	120.587	23.474
對地閃電 1034-2022-08-06 16:40	對地	2022-08-06 16	120.537	23.437
雲間閃電 787-2022-08-06 16:41	雲間	2022-08-06 16	120.519	23.441
雲間閃電 788-2022-08-06 16:41	雲間	2022-08-06 16	120.53	22.857
對地閃電 1035-2022-08-06 16:41	對地	2022-08-06 16	120.624	23.461
雲間閃電 789-2022-08-06 16:41	雲間	2022-08-06 16	120.428	23.384
雲間閃電 790-2022-08-06 16:41	雲間	2022-08-06 16	120.912	23.605
對地閃電 1036-2022-08-06 16:41	對地	2022-08-06 16	120.586	23.486
對地閃電 1037-2022-08-06 16:41	對地	2022-08-06 16	120.59	23.488
雲間閃電 791-2022-08-06 16:41	雲間	2022-08-06 16	120.55	23.446
雲間閃電 792-2022-08-06 16:41	雲間	2022-08-06 16	120.55	22.785
雲間閃電 793-2022-08-06 16:42	雲間	2022-08-06 16	120.516	23.433
雲間閃電 794-2022-08-06 16:42	雲間	2022-08-06 16	120.588	23.479
雲間閃電 795-2022-08-06 16:43	雲間	2022-08-06 16	120.453	22.895
對地閃電 1038-2022-08-06 16:43	對地	2022-08-06 16	120.486	22.91
雲間閃電 796-2022-08-06 16:43	雲間	2022-08-06 16	120.566	22.809
雲間閃電 797-2022-08-06 16:43	雲間	2022-08-06 16	120.427	23.334
對地閃電 1039-2022-08-06 16:43	對地	2022-08-06 16	120.41	23.352
對地閃電 1040-2022-08-06 16:43	對地	2022-08-06 16	120.409	23.351
對地閃電 1041-2022-08-06 16:43	對地	2022-08-06 16	120.593	23.473
對地閃電 1042-2022-08-06 16:43	對地	2022-08-06 16	120.576	23.459
雲間閃電 798-2022-08-06 16:44	雲間	2022-08-06 16	120.552	22.787
對地閃電 1043-2022-08-06 16:44	對地	2022-08-06 16	120.541	22.784
對地閃電 1044-2022-08-06 16:44	對地	2022-08-06 16	120.404	23.335
對地閃電 1045-2022-08-06 16:44	對地	2022-08-06 16	120.458	23.353
雲間閃電 799-2022-08-06 16:44	雲間	2022-08-06 16	120.463	23.352
對地閃電 1046-2022-08-06 16:44	對地	2022-08-06 16	120.694	23.524
對地閃電 1047-2022-08-06 16:44	對地	2022-08-06 16	120.595	23.442
對地閃電 1048-2022-08-06 16:44	對地	2022-08-06 16	120.589	23.448
雲間閃電 800-2022-08-06 16:45	雲間	2022-08-06 16	120.68	23.487
雲間閃電 801-2022-08-06 16:45	雲間	2022-08-06 16	120.505	22.807
對地閃電 1049-2022-08-06 16:45	對地	2022-08-06 16	120.513	22.82
對地閃電 1050-2022-08-06 16:45	對地	2022-08-06 16	120.593	23.474
雲間閃電 802-2022-08-06 16:45	雲間	2022-08-06 16	120.62	23.483
對地閃電 1051-2022-08-06 16:45	對地	2022-08-06 16	120.603	23.46
雲間閃電 803-2022-08-06 16:45	雲間	2022-08-06 16	120.522	22.806
對地閃電 1052-2022-08-06 16:45	對地	2022-08-06 16	120.515	22.811
對地閃電 1053-2022-08-06 16:45	對地	2022-08-06 16	120.885	23.616
對地閃電 1054-2022-08-06 16:45	對地	2022-08-06 16	120.894	23.606
對地閃電 1055-2022-08-06 16:45	對地	2022-08-06 16	120.906	23.613
雲間閃電 804-2022-08-06 16:45	雲間	2022-08-06 16	120.472	23.486
對地閃電 1056-2022-08-06 16:45	對地	2022-08-06 16	120.624	23.472
對地閃電 1057-2022-08-06 16:46	對地	2022-08-06 16	120.532	23.336
對地閃電 1058-2022-08-06 16:46	對地	2022-08-06 16	120.468	23.275
雲間閃電 805-2022-08-06 16:46	雲間	2022-08-06 16	120.608	23.456
雲間閃電 806-2022-08-06 16:46	雲間	2022-08-06 16	120.557	23.452
雲間閃電 807-2022-08-06 16:46	雲間	2022-08-06 16	120.529	22.848
雲間閃電 808-2022-08-06 16:46	雲間	2022-08-06 16	120.509	22.818
雲間閃電 809-2022-08-06 16:46	雲間	2022-08-06 16	120.513	22.785
對地閃電 1059-2022-08-06 16:46	對地	2022-08-06 16	120.41	23.34
對地閃電 1060-2022-08-06 16:46	對地	2022-08-06 16	120.411	23.349
對地閃電 1061-2022-08-06 16:46	對地	2022-08-06 16	120.504	22.819
對地閃電 1062-2022-08-06 16:46	對地	2022-08-06 16	120.506	22.821
對地閃電 1063-2022-08-06 16:47	對地	2022-08-06 16	120.597	23.446
對地閃電 1064-2022-08-06 16:47	對地	2022-08-06 16	120.909	23.626
對地閃電 1065-2022-08-06 16:47	對地	2022-08-06 16	120.923	23.622
對地閃電 1066-2022-08-06 16:47	對地	2022-08-06 16	120.913	23.628
對地閃電 1067-2022-08-06 16:47	對地	2022-08-06 16	120.921	23.625
對地閃電 1068-2022-08-06 16:47	對地	2022-08-06 16	120.92	23.624
對地閃電 1069-2022-08-06 16:47	對地	2022-08-06 16	120.923	23.624
對地閃電 1070-2022-08-06 16:47	對地	2022-08-06 16	120.921	23.624
對地閃電 1071-2022-08-06 16:47	對地	2022-08-06 16	120.92	23.625
對地閃電 1072-2022-08-06 16:47	對地	2022-08-06 16	120.918	23.625
雲間閃電 810-2022-08-06 16:47	雲間	2022-08-06 16	120.516	23.402
雲間閃電 811-2022-08-06 16:47	雲間	2022-08-06 16	120.689	23.515
對地閃電 1073-2022-08-06 16:48	對地	2022-08-06 16	120.683	23.5
對地閃電 1074-2022-08-06 16:48	對地	2022-08-06 16	120.569	23.742
雲間閃電 812-2022-08-06 16:48	雲間	2022-08-06 16	120.404	23.349
對地閃電 1075-2022-08-06 16:48	對地	2022-08-06 16	120.435	23.332
雲間閃電 813-2022-08-06 16:48	雲間	2022-08-06 16	120.409	23.348
對地閃電 1076-2022-08-06 16:48	對地	2022-08-06 16	120.507	22.837
雲間閃電 814-2022-08-06 16:48	雲間	2022-08-06 16	120.507	22.98
雲間閃電 815-2022-08-06 16:48	雲間	2022-08-06 16	120.553	22.786
對地閃電 1077-2022-08-06 16:48	對地	2022-08-06 16	120.524	22.764
對地閃電 1078-2022-08-06 16:48	對地	2022-08-06 16	120.518	22.836
雲間閃電 816-2022-08-06 16:49	雲間	2022-08-06 16	120.512	22.803
對地閃電 1079-2022-08-06 16:49	對地	2022-08-06 16	120.567	23.471
對地閃電 1080-2022-08-06 16:49	對地	2022-08-06 16	120.57	23.477
對地閃電 1081-2022-08-06 16:49	對地	2022-08-06 16	120.542	23.434
對地閃電 1082-2022-08-06 16:49	對地	2022-08-06 16	120.61	23.459
對地閃電 1083-2022-08-06 16:49	對地	2022-08-06 16	120.408	23.339
對地閃電 1084-2022-08-06 16:49	對地	2022-08-06 16	120.428	23.335
對地閃電 1085-2022-08-06 16:49	對地	2022-08-06 16	120.405	23.337
對地閃電 1086-2022-08-06 16:49	對地	2022-08-06 16	120.43	23.335
雲間閃電 817-2022-08-06 16:50	雲間	2022-08-06 16	120.672	23.463
雲間閃電 818-2022-08-06 16:50	雲間	2022-08-06 16	120.503	22.823
雲間閃電 819-2022-08-06 16:50	雲間	2022-08-06 16	120.502	22.816
雲間閃電 820-2022-08-06 16:50	雲間	2022-08-06 16	120.523	22.832
雲間閃電 821-2022-08-06 16:50	雲間	2022-08-06 16	120.503	22.821
雲間閃電 822-2022-08-06 16:50	雲間	2022-08-06 16	120.513	22.798
雲間閃電 823-2022-08-06 16:50	雲間	2022-08-06 16	120.623	23.454
對地閃電 1087-2022-08-06 16:50	對地	2022-08-06 16	120.619	23.442
對地閃電 1088-2022-08-06 16:50	對地	2022-08-06 16	120.61	23.449
對地閃電 1089-2022-08-06 16:50	對地	2022-08-06 16	120.504	22.823
雲間閃電 824-2022-08-06 16:50	雲間	2022-08-06 16	120.514	22.822
對地閃電 1090-2022-08-06 16:50	對地	2022-08-06 16	120.5	22.821
對地閃電 1091-2022-08-06 16:50	對地	2022-08-06 16	120.511	22.81
對地閃電 1092-2022-08-06 16:51	對地	2022-08-06 16	120.62	23.447
雲間閃電 825-2022-08-06 16:51	雲間	2022-08-06 16	120.493	22.819
雲間閃電 826-2022-08-06 16:51	雲間	2022-08-06 16	120.516	22.846
對地閃電 1093-2022-08-06 16:52	對地	2022-08-06 16	120.568	23.428
對地閃電 1094-2022-08-06 16:52	對地	2022-08-06 16	120.605	23.434
對地閃電 1095-2022-08-06 16:52	對地	2022-08-06 16	120.704	23.489
對地閃電 1096-2022-08-06 16:52	對地	2022-08-06 16	120.91	23.618
雲間閃電 827-2022-08-06 16:52	雲間	2022-08-06 16	120.925	23.608
雲間閃電 828-2022-08-06 16:52	雲間	2022-08-06 16	120.65	23.464
對地閃電 1097-2022-08-06 16:52	對地	2022-08-06 16	120.633	23.487
對地閃電 1098-2022-08-06 16:52	對地	2022-08-06 16	120.616	23.44
對地閃電 1099-2022-08-06 16:52	對地	2022-08-06 16	120.501	23.308
雲間閃電 829-2022-08-06 16:53	雲間	2022-08-06 16	120.929	23.596
雲間閃電 830-2022-08-06 16:53	雲間	2022-08-06 16	120.591	23.471
對地閃電 1100-2022-08-06 16:54	對地	2022-08-06 16	120.649	23.437
對地閃電 1101-2022-08-06 16:54	對地	2022-08-06 16	120.707	23.494
雲間閃電 831-2022-08-06 16:54	雲間	2022-08-06 16	120.486	22.82
對地閃電 1102-2022-08-06 16:54	對地	2022-08-06 16	120.494	22.819
對地閃電 1103-2022-08-06 16:54	對地	2022-08-06 16	120.649	23.452
雲間閃電 832-2022-08-06 16:55	雲間	2022-08-06 16	120.629	23.356
對地閃電 1104-2022-08-06 16:55	對地	2022-08-06 16	120.637	23.482
對地閃電 1105-2022-08-06 16:55	對地	2022-08-06 16	120.657	23.439
對地閃電 1106-2022-08-06 16:55	對地	2022-08-06 16	120.623	23.409
對地閃電 1107-2022-08-06 16:55	對地	2022-08-06 16	120.912	23.608
雲間閃電 833-2022-08-06 16:55	雲間	2022-08-06 16	120.91	23.61
雲間閃電 834-2022-08-06 16:55	雲間	2022-08-06 16	120.913	23.606
雲間閃電 835-2022-08-06 16:55	雲間	2022-08-06 16	120.9	23.592
雲間閃電 836-2022-08-06 16:56	雲間	2022-08-06 16	120.613	23.366
雲間閃電 837-2022-08-06 16:56	雲間	2022-08-06 16	120.595	23.345
對地閃電 1108-2022-08-06 16:56	對地	2022-08-06 16	120.493	22.823
雲間閃電 838-2022-08-06 16:56	雲間	2022-08-06 16	120.484	22.82
對地閃電 1109-2022-08-06 16:56	對地	2022-08-06 16	120.474	22.843
對地閃電 1110-2022-08-06 16:57	對地	2022-08-06 16	120.699	23.441
雲間閃電 839-2022-08-06 16:57	雲間	2022-08-06 16	120.706	23.45
對地閃電 1111-2022-08-06 16:57	對地	2022-08-06 16	120.667	23.427
對地閃電 1112-2022-08-06 16:57	對地	2022-08-06 16	120.618	23.341
雲間閃電 840-2022-08-06 16:58	雲間	2022-08-06 16	120.596	23.383
對地閃電 1113-2022-08-06 16:58	對地	2022-08-06 16	120.617	23.357
對地閃電 1114-2022-08-06 16:58	對地	2022-08-06 16	120.592	23.362
對地閃電 1115-2022-08-06 16:58	對地	2022-08-06 16	120.668	23.47
對地閃電 1116-2022-08-06 16:58	對地	2022-08-06 16	120.886	23.615
雲間閃電 841-2022-08-06 16:58	雲間	2022-08-06 16	120.89	23.617
對地閃電 1117-2022-08-06 16:58	對地	2022-08-06 16	120.894	23.618
雲間閃電 842-2022-08-06 16:58	雲間	2022-08-06 16	120.898	23.616
對地閃電 1118-2022-08-06 16:58	對地	2022-08-06 16	120.854	23.642
對地閃電 1119-2022-08-06 16:59	對地	2022-08-06 16	120.574	23.355
對地閃電 1120-2022-08-06 16:59	對地	2022-08-06 16	120.631	23.554
對地閃電 1121-2022-08-06 16:59	對地	2022-08-06 16	120.491	22.833
對地閃電 1122-2022-08-06 16:59	對地	2022-08-06 16	120.484	22.818
